year,state_short,state_long,indicator,value
2002,IA,Iowa,elem total,1866
2002,IA,Iowa,ma total,906
2002,IA,Iowa,other total,1233
2002,IA,Iowa,phd total,95
2002,IA,Iowa,sped total,141
2002,IA,Iowa,state total,3451
2002,IA,Iowa,stem total,211
2002,ID,Idaho,elem ba,396
2002,ID,Idaho,other ba,356
2002,ID,Idaho,sped ba,3
2002,ID,Idaho,stem ba,31
2002,ID,Idaho,elem ma,30
2002,ID,Idaho,other ma,390
2002,ID,Idaho,sped ma,50
2002,ID,Idaho,stem ma,95
2002,ID,Idaho,elem phd,0
2002,ID,Idaho,other phd,37
2002,ID,Idaho,sped phd,0
2002,ID,Idaho,stem phd,0
2002,ID,Idaho,agg total,251635
2002,ID,Idaho,ba total,786
2002,ID,Idaho,elem total,426
2002,ID,Idaho,ma total,565
2002,ID,Idaho,other total,783
2002,ID,Idaho,phd total,37
2002,ID,Idaho,sped total,53
2002,ID,Idaho,state total,1388
2002,ID,Idaho,stem total,126
2002,IL,Illinois,elem ba,3648
2002,IL,Illinois,other ba,1350
2002,IL,Illinois,sped ba,687
2002,IL,Illinois,stem ba,833
2002,IL,Illinois,elem ma,730
2002,IL,Illinois,other ma,6141
2002,IL,Illinois,sped ma,481
2002,IL,Illinois,stem ma,344
2002,IL,Illinois,elem phd,10
2002,IL,Illinois,other phd,319
2002,IL,Illinois,sped phd,9
2002,IL,Illinois,stem phd,24
2002,IL,Illinois,agg total,251635
2002,IL,Illinois,ba total,6518
2002,IL,Illinois,elem total,4388
2002,IL,Illinois,ma total,7696
2002,IL,Illinois,other total,7810
2002,IL,Illinois,phd total,362
2002,IL,Illinois,sped total,1177
2002,IL,Illinois,state total,14576
2002,IL,Illinois,stem total,1201
2002,IN,Indiana,elem ba,2363
2002,IN,Indiana,other ba,1521
2002,IN,Indiana,sped ba,146
2002,IN,Indiana,stem ba,234
2002,IN,Indiana,elem ma,305
2002,IN,Indiana,other ma,1600
2002,IN,Indiana,sped ma,144
2002,IN,Indiana,stem ma,52
2002,IN,Indiana,elem phd,2
2002,IN,Indiana,other phd,136
2002,IN,Indiana,sped phd,2
2002,IN,Indiana,stem phd,0
2002,IN,Indiana,agg total,251635
2002,IN,Indiana,ba total,4264
2002,IN,Indiana,elem total,2670
2002,IN,Indiana,ma total,2101
2002,IN,Indiana,other total,3257
2002,IN,Indiana,phd total,140
2002,IN,Indiana,sped total,292
2002,IN,Indiana,state total,6505
2002,IN,Indiana,stem total,286
2002,KS,Kansas,elem ba,1008
2002,KS,Kansas,other ba,585
2002,KS,Kansas,sped ba,4
2002,KS,Kansas,stem ba,38
2002,KS,Kansas,elem ma,123
2002,KS,Kansas,other ma,1196
2002,KS,Kansas,sped ma,204
2002,KS,Kansas,stem ma,49
2002,KS,Kansas,elem phd,0
2002,KS,Kansas,other phd,61
2002,KS,Kansas,sped phd,15
2002,KS,Kansas,stem phd,0
2002,KS,Kansas,agg total,251635
2002,KS,Kansas,ba total,1635
2002,KS,Kansas,elem total,1131
2002,KS,Kansas,ma total,1572
2002,KS,Kansas,other total,1842
2002,KS,Kansas,phd total,76
2002,KS,Kansas,sped total,223
2002,KS,Kansas,state total,3283
2002,KS,Kansas,stem total,87
2002,KY,Kentucky,elem ba,943
2002,KY,Kentucky,other ba,674
2002,KY,Kentucky,sped ba,191
2002,KY,Kentucky,stem ba,93
2002,KY,Kentucky,elem ma,585
2002,KY,Kentucky,other ma,1244
2002,KY,Kentucky,sped ma,105
2002,KY,Kentucky,stem ma,69
2002,KY,Kentucky,elem phd,0
2002,KY,Kentucky,other phd,39
2002,KY,Kentucky,sped phd,4
2002,KY,Kentucky,stem phd,7
2002,KY,Kentucky,agg total,251635
2002,KY,Kentucky,ba total,1901
2002,KY,Kentucky,elem total,1528
2002,KY,Kentucky,ma total,2003
2002,KY,Kentucky,other total,1957
2002,KY,Kentucky,phd total,50
2002,KY,Kentucky,sped total,300
2002,KY,Kentucky,state total,3954
2002,KY,Kentucky,stem total,169
2002,LA,Louisiana,elem ba,1034
2002,LA,Louisiana,other ba,900
2002,LA,Louisiana,sped ba,101
2002,LA,Louisiana,stem ba,22
2002,LA,Louisiana,elem ma,45
2002,LA,Louisiana,other ma,1156
2002,LA,Louisiana,sped ma,120
2002,LA,Louisiana,stem ma,62
2002,LA,Louisiana,elem phd,0
2002,LA,Louisiana,other phd,83
2002,LA,Louisiana,sped phd,6
2002,LA,Louisiana,stem phd,0
2002,LA,Louisiana,agg total,251635
2002,LA,Louisiana,ba total,2057
2002,LA,Louisiana,elem total,1079
2002,LA,Louisiana,ma total,1383
2002,LA,Louisiana,other total,2139
2002,LA,Louisiana,phd total,89
2002,LA,Louisiana,sped total,227
2002,LA,Louisiana,state total,3529
2002,LA,Louisiana,stem total,84
2002,MA,Massachusetts,elem ba,669
2002,MA,Massachusetts,other ba,811
2002,MA,Massachusetts,sped ba,109
2002,MA,Massachusetts,stem ba,22
2002,MA,Massachusetts,elem ma,617
2002,MA,Massachusetts,other ma,5483
2002,MA,Massachusetts,sped ma,453
2002,MA,Massachusetts,stem ma,957
2002,MA,Massachusetts,elem phd,0
2002,MA,Massachusetts,other phd,199
2002,MA,Massachusetts,sped phd,0
2002,MA,Massachusetts,stem phd,2
2002,MA,Massachusetts,agg total,251635
2002,MA,Massachusetts,ba total,1611
2002,MA,Massachusetts,elem total,1286
2002,MA,Massachusetts,ma total,7510
2002,MA,Massachusetts,other total,6493
2002,MA,Massachusetts,phd total,201
2002,MA,Massachusetts,sped total,562
2002,MA,Massachusetts,state total,9322
2002,MA,Massachusetts,stem total,981
2002,MD,Maryland,elem ba,911
2002,MD,Maryland,other ba,380
2002,MD,Maryland,sped ba,73
2002,MD,Maryland,stem ba,27
2002,MD,Maryland,elem ma,120
2002,MD,Maryland,other ma,2291
2002,MD,Maryland,sped ma,276
2002,MD,Maryland,stem ma,71
2002,MD,Maryland,elem phd,0
2002,MD,Maryland,other phd,74
2002,MD,Maryland,sped phd,6
2002,MD,Maryland,stem phd,3
2002,MD,Maryland,agg total,251635
2002,MD,Maryland,ba total,1391
2002,MD,Maryland,elem total,1031
2002,MD,Maryland,ma total,2758
2002,MD,Maryland,other total,2745
2002,MD,Maryland,phd total,83
2002,MD,Maryland,sped total,355
2002,MD,Maryland,state total,4232
2002,MD,Maryland,stem total,101
2002,ME,Maine,elem ba,381
2002,ME,Maine,other ba,221
2002,ME,Maine,sped ba,40
2002,ME,Maine,stem ba,21
2002,ME,Maine,elem ma,19
2002,ME,Maine,other ma,413
2002,ME,Maine,sped ma,56
2002,ME,Maine,stem ma,44
2002,ME,Maine,elem phd,0
2002,ME,Maine,other phd,6
2002,ME,Maine,sped phd,0
2002,ME,Maine,stem phd,0
2002,ME,Maine,agg total,251635
2002,ME,Maine,ba total,663
2002,ME,Maine,elem total,400
2002,ME,Maine,ma total,532
2002,ME,Maine,other total,640
2002,ME,Maine,phd total,6
2002,ME,Maine,sped total,96
2002,ME,Maine,state total,1201
2002,ME,Maine,stem total,65
2002,MI,Michigan,elem ba,2190
2002,MI,Michigan,other ba,1511
2002,MI,Michigan,sped ba,505
2002,MI,Michigan,stem ba,555
2002,MI,Michigan,elem ma,387
2002,MI,Michigan,other ma,5753
2002,MI,Michigan,sped ma,375
2002,MI,Michigan,stem ma,180
2002,MI,Michigan,elem phd,0
2002,MI,Michigan,other phd,132
2002,MI,Michigan,sped phd,1
2002,MI,Michigan,stem phd,24
2002,MI,Michigan,agg total,251635
2002,MI,Michigan,ba total,4761
2002,MI,Michigan,elem total,2577
2002,MI,Michigan,ma total,6695
2002,MI,Michigan,other total,7396
2002,MI,Michigan,phd total,157
2002,MI,Michigan,sped total,881
2002,MI,Michigan,state total,11613
2002,MI,Michigan,stem total,759
2002,MN,Minnesota,elem ba,1492
2002,MN,Minnesota,other ba,840
2002,MN,Minnesota,sped ba,121
2002,MN,Minnesota,stem ba,171
2002,MN,Minnesota,elem ma,102
2002,MN,Minnesota,other ma,2805
2002,MN,Minnesota,sped ma,184
2002,MN,Minnesota,stem ma,52
2002,MN,Minnesota,elem phd,0
2002,MN,Minnesota,other phd,125
2002,MN,Minnesota,sped phd,0
2002,MN,Minnesota,stem phd,0
2002,MN,Minnesota,agg total,251635
2002,MN,Minnesota,ba total,2624
2002,MN,Minnesota,elem total,1594
2002,MN,Minnesota,ma total,3143
2002,MN,Minnesota,other total,3770
2002,MN,Minnesota,phd total,125
2002,MN,Minnesota,sped total,305
2002,MN,Minnesota,state total,5892
2002,MN,Minnesota,stem total,223
2002,MO,Missouri,elem ba,1895
2002,MO,Missouri,other ba,1272
2002,MO,Missouri,sped ba,136
2002,MO,Missouri,stem ba,58
2002,MO,Missouri,elem ma,241
2002,MO,Missouri,other ma,2702
2002,MO,Missouri,sped ma,104
2002,MO,Missouri,stem ma,88
2002,MO,Missouri,elem phd,0
2002,MO,Missouri,other phd,135
2002,MO,Missouri,sped phd,2
2002,MO,Missouri,stem phd,0
2002,MO,Missouri,agg total,251635
2002,MO,Missouri,ba total,3361
2002,MO,Missouri,elem total,2136
2002,MO,Missouri,ma total,3135
2002,MO,Missouri,other total,4109
2002,MO,Missouri,phd total,137
2002,MO,Missouri,sped total,242
2002,MO,Missouri,state total,6633
2002,MO,Missouri,stem total,146
2002,MS,Mississippi,elem ba,1075
2002,MS,Mississippi,other ba,629
2002,MS,Mississippi,sped ba,116
2002,MS,Mississippi,stem ba,48
2002,MS,Mississippi,elem ma,294
2002,MS,Mississippi,other ma,961
2002,MS,Mississippi,sped ma,97
2002,MS,Mississippi,stem ma,51
2002,MS,Mississippi,elem phd,6
2002,MS,Mississippi,other phd,122
2002,MS,Mississippi,sped phd,0
2002,MS,Mississippi,stem phd,3
2002,MS,Mississippi,agg total,251635
2002,MS,Mississippi,ba total,1868
2002,MS,Mississippi,elem total,1375
2002,MS,Mississippi,ma total,1403
2002,MS,Mississippi,other total,1712
2002,MS,Mississippi,phd total,131
2002,MS,Mississippi,sped total,213
2002,MS,Mississippi,state total,3402
2002,MS,Mississippi,stem total,102
2002,MT,Montana,elem ba,426
2002,MT,Montana,other ba,222
2002,MT,Montana,sped ba,44
2002,MT,Montana,stem ba,35
2002,MT,Montana,elem ma,2
2002,MT,Montana,other ma,248
2002,MT,Montana,sped ma,17
2002,MT,Montana,stem ma,35
2002,MT,Montana,elem phd,0
2002,MT,Montana,other phd,15
2002,MT,Montana,sped phd,0
2002,MT,Montana,stem phd,0
2002,MT,Montana,agg total,251635
2002,MT,Montana,ba total,727
2002,MT,Montana,elem total,428
2002,MT,Montana,ma total,302
2002,MT,Montana,other total,485
2002,MT,Montana,phd total,15
2002,MT,Montana,sped total,61
2002,MT,Montana,state total,1044
2002,MT,Montana,stem total,70
2002,NAT,National,ba total,106319
2002,NAT,National,elem total,70184
2002,NAT,National,ma total,134493
2002,NAT,National,other total,144471
2002,NAT,National,phd total,6504
2002,NAT,National,sped total,20222
2002,NAT,National,state total,247316
2002,NAT,National,stem total,12439
2002,NC,North Carolina,elem ba,1327
2002,NC,North Carolina,other ba,1029
2002,NC,North Carolina,sped ba,184
2002,NC,North Carolina,stem ba,132
2002,NC,North Carolina,elem ma,136
2002,NC,North Carolina,other ma,1320
2002,NC,North Carolina,sped ma,80
2002,NC,North Carolina,stem ma,159
2002,NC,North Carolina,elem phd,0
2002,NC,North Carolina,other phd,130
2002,NC,North Carolina,sped phd,0
2002,NC,North Carolina,stem phd,12
2002,NC,North Carolina,agg total,251635
2002,NC,North Carolina,ba total,2672
2002,NC,North Carolina,elem total,1463
2002,NC,North Carolina,ma total,1695
2002,NC,North Carolina,other total,2479
2002,NC,North Carolina,phd total,142
2002,NC,North Carolina,sped total,264
2002,NC,North Carolina,state total,4509
2002,NC,North Carolina,stem total,303
2002,ND,North Dakota,elem ba,380
2002,ND,North Dakota,other ba,238
2002,ND,North Dakota,sped ba,5
2002,ND,North Dakota,stem ba,61
2002,ND,North Dakota,elem ma,49
2002,ND,North Dakota,other ma,106
2002,ND,North Dakota,sped ma,59
2002,ND,North Dakota,stem ma,6
2002,ND,North Dakota,elem phd,0
2002,ND,North Dakota,other phd,4
2002,ND,North Dakota,sped phd,0
2002,ND,North Dakota,stem phd,0
2002,ND,North Dakota,agg total,251635
2002,ND,North Dakota,ba total,684
2002,ND,North Dakota,elem total,429
2002,ND,North Dakota,ma total,220
2002,ND,North Dakota,other total,348
2002,ND,North Dakota,phd total,4
2002,ND,North Dakota,sped total,64
2002,ND,North Dakota,state total,908
2002,ND,North Dakota,stem total,67
2002,NE,Nebraska,elem ba,698
2002,NE,Nebraska,other ba,495
2002,NE,Nebraska,sped ba,56
2002,NE,Nebraska,stem ba,77
2002,NE,Nebraska,elem ma,70
2002,NE,Nebraska,other ma,840
2002,NE,Nebraska,sped ma,62
2002,NE,Nebraska,stem ma,7
2002,NE,Nebraska,elem phd,0
2002,NE,Nebraska,other phd,48
2002,NE,Nebraska,sped phd,0
2002,NE,Nebraska,stem phd,0
2002,NE,Nebraska,agg total,251635
2002,NE,Nebraska,ba total,1326
2002,NE,Nebraska,elem total,768
2002,NE,Nebraska,ma total,979
2002,NE,Nebraska,other total,1383
2002,NE,Nebraska,phd total,48
2002,NE,Nebraska,sped total,118
2002,NE,Nebraska,state total,2353
2002,NE,Nebraska,stem total,84
2002,NH,New Hampshire,elem ba,241
2002,NH,New Hampshire,other ba,251
2002,NH,New Hampshire,sped ba,31
2002,NH,New Hampshire,stem ba,13
2002,NH,New Hampshire,elem ma,187
2002,NH,New Hampshire,other ma,421
2002,NH,New Hampshire,sped ma,23
2002,NH,New Hampshire,stem ma,5
2002,NH,New Hampshire,elem phd,0
2002,NH,New Hampshire,other phd,4
2002,NH,New Hampshire,sped phd,0
2002,NH,New Hampshire,stem phd,0
2002,NH,New Hampshire,agg total,251635
2002,NH,New Hampshire,ba total,536
2002,NH,New Hampshire,elem total,428
2002,NH,New Hampshire,ma total,636
2002,NH,New Hampshire,other total,676
2002,NH,New Hampshire,phd total,4
2002,NH,New Hampshire,sped total,54
2002,NH,New Hampshire,state total,1176
2002,NH,New Hampshire,stem total,18
2002,NJ,New Jersey,elem ba,778
2002,NJ,New Jersey,other ba,751
2002,NJ,New Jersey,sped ba,536
2002,NJ,New Jersey,stem ba,64
2002,NJ,New Jersey,elem ma,411
2002,NJ,New Jersey,other ma,1883
2002,NJ,New Jersey,sped ma,306
2002,NJ,New Jersey,stem ma,140
2002,NJ,New Jersey,elem phd,2
2002,NJ,New Jersey,other phd,67
2002,NJ,New Jersey,sped phd,1
2002,NJ,New Jersey,stem phd,5
2002,NJ,New Jersey,agg total,251635
2002,NJ,New Jersey,ba total,2129
2002,NJ,New Jersey,elem total,1191
2002,NJ,New Jersey,ma total,2740
2002,NJ,New Jersey,other total,2701
2002,NJ,New Jersey,phd total,75
2002,NJ,New Jersey,sped total,843
2002,NJ,New Jersey,state total,4944
2002,NJ,New Jersey,stem total,209
2002,NM,New Mexico,elem ba,570
2002,NM,New Mexico,other ba,224
2002,NM,New Mexico,sped ba,71
2002,NM,New Mexico,stem ba,10
2002,NM,New Mexico,elem ma,123
2002,NM,New Mexico,other ma,555
2002,NM,New Mexico,sped ma,68
2002,NM,New Mexico,stem ma,30
2002,NM,New Mexico,elem phd,0
2002,NM,New Mexico,other phd,54
2002,NM,New Mexico,sped phd,3
2002,NM,New Mexico,stem phd,6
2002,NM,New Mexico,agg total,251635
2002,NM,New Mexico,ba total,875
2002,NM,New Mexico,elem total,693
2002,NM,New Mexico,ma total,776
2002,NM,New Mexico,other total,833
2002,NM,New Mexico,phd total,63
2002,NM,New Mexico,sped total,142
2002,NM,New Mexico,state total,1714
2002,NM,New Mexico,stem total,46
2002,NV,Nevada,elem ba,407
2002,NV,Nevada,other ba,195
2002,NV,Nevada,sped ba,103
2002,NV,Nevada,stem ba,17
2002,NV,Nevada,elem ma,23
2002,NV,Nevada,other ma,557
2002,NV,Nevada,sped ma,105
2002,NV,Nevada,stem ma,0
2002,NV,Nevada,elem phd,0
2002,NV,Nevada,other phd,22
2002,NV,Nevada,sped phd,5
2002,NV,Nevada,stem phd,0
2002,NV,Nevada,agg total,251635
2002,NV,Nevada,ba total,722
2002,NV,Nevada,elem total,430
2002,NV,Nevada,ma total,685
2002,NV,Nevada,other total,774
2002,NV,Nevada,phd total,27
2002,NV,Nevada,sped total,213
2002,NV,Nevada,state total,1434
2002,NV,Nevada,stem total,17
2002,NY,New York,elem ba,3347
2002,NY,New York,other ba,3011
2002,NY,New York,sped ba,1518
2002,NY,New York,stem ba,539
2002,NY,New York,elem ma,4017
2002,NY,New York,other ma,9525
2002,NY,New York,sped ma,2409
2002,NY,New York,stem ma,975
2002,NY,New York,elem phd,9
2002,NY,New York,other phd,313
2002,NY,New York,sped phd,16
2002,NY,New York,stem phd,27
2002,NY,New York,agg total,251635
2002,NY,New York,ba total,8415
2002,NY,New York,elem total,7373
2002,NY,New York,ma total,16926
2002,NY,New York,other total,12849
2002,NY,New York,phd total,365
2002,NY,New York,sped total,3943
2002,NY,New York,state total,25706
2002,NY,New York,stem total,1541
2002,OH,Ohio,elem ba,3058
2002,OH,Ohio,other ba,2366
2002,OH,Ohio,sped ba,475
2002,OH,Ohio,stem ba,523
2002,OH,Ohio,elem ma,372
2002,OH,Ohio,other ma,5038
2002,OH,Ohio,sped ma,420
2002,OH,Ohio,stem ma,174
2002,OH,Ohio,elem phd,8
2002,OH,Ohio,other phd,326
2002,OH,Ohio,sped phd,5
2002,OH,Ohio,stem phd,12
2002,OH,Ohio,agg total,251635
2002,OH,Ohio,ba total,6422
2002,OH,Ohio,elem total,3438
2002,OH,Ohio,ma total,6004
2002,OH,Ohio,other total,7730
2002,OH,Ohio,phd total,351
2002,OH,Ohio,sped total,900
2002,OH,Ohio,state total,12777
2002,OH,Ohio,stem total,709
2002,OK,Oklahoma,elem ba,952
2002,OK,Oklahoma,other ba,828
2002,OK,Oklahoma,sped ba,123
2002,OK,Oklahoma,stem ba,145
2002,OK,Oklahoma,elem ma,111
2002,OK,Oklahoma,other ma,1069
2002,OK,Oklahoma,sped ma,45
2002,OK,Oklahoma,stem ma,14
2002,OK,Oklahoma,elem phd,9
2002,OK,Oklahoma,other phd,81
2002,OK,Oklahoma,sped phd,1
2002,OK,Oklahoma,stem phd,0
2002,OK,Oklahoma,agg total,251635
2002,OK,Oklahoma,ba total,2048
2002,OK,Oklahoma,elem total,1072
2002,OK,Oklahoma,ma total,1239
2002,OK,Oklahoma,other total,1978
2002,OK,Oklahoma,phd total,91
2002,OK,Oklahoma,sped total,169
2002,OK,Oklahoma,state total,3378
2002,OK,Oklahoma,stem total,159
2002,OR,Oregon,elem ba,194
2002,OR,Oregon,other ba,350
2002,OR,Oregon,sped ba,0
2002,OR,Oregon,stem ba,0
2002,OR,Oregon,elem ma,182
2002,OR,Oregon,other ma,1520
2002,OR,Oregon,sped ma,187
2002,OR,Oregon,stem ma,63
2002,OR,Oregon,elem phd,0
2002,OR,Oregon,other phd,47
2002,OR,Oregon,sped phd,13
2002,OR,Oregon,stem phd,1
2002,OR,Oregon,agg total,251635
2002,OR,Oregon,ba total,544
2002,OR,Oregon,elem total,376
2002,OR,Oregon,ma total,1952
2002,OR,Oregon,other total,1917
2002,OR,Oregon,phd total,61
2002,OR,Oregon,sped total,200
2002,OR,Oregon,state total,2557
2002,OR,Oregon,stem total,64
2002,PA,Pennsylvania,elem ba,4453
2002,PA,Pennsylvania,other ba,1693
2002,PA,Pennsylvania,sped ba,921
2002,PA,Pennsylvania,stem ba,166
2002,PA,Pennsylvania,elem ma,881
2002,PA,Pennsylvania,other ma,4417
2002,PA,Pennsylvania,sped ma,533
2002,PA,Pennsylvania,stem ma,260
2002,PA,Pennsylvania,elem phd,4
2002,PA,Pennsylvania,other phd,294
2002,PA,Pennsylvania,sped phd,4
2002,PA,Pennsylvania,stem phd,14
2002,PA,Pennsylvania,agg total,251635
2002,PA,Pennsylvania,ba total,7233
2002,PA,Pennsylvania,elem total,5338
2002,PA,Pennsylvania,ma total,6091
2002,PA,Pennsylvania,other total,6404
2002,PA,Pennsylvania,phd total,316
2002,PA,Pennsylvania,sped total,1458
2002,PA,Pennsylvania,state total,13640
2002,PA,Pennsylvania,stem total,440
2002,RI,Rhode Island,elem ba,194
2002,RI,Rhode Island,other ba,276
2002,RI,Rhode Island,sped ba,222
2002,RI,Rhode Island,stem ba,31
2002,RI,Rhode Island,elem ma,94
2002,RI,Rhode Island,other ma,301
2002,RI,Rhode Island,sped ma,76
2002,RI,Rhode Island,stem ma,11
2002,RI,Rhode Island,elem phd,0
2002,RI,Rhode Island,other phd,16
2002,RI,Rhode Island,sped phd,0
2002,RI,Rhode Island,stem phd,0
2002,RI,Rhode Island,agg total,251635
2002,RI,Rhode Island,ba total,723
2002,RI,Rhode Island,elem total,288
2002,RI,Rhode Island,ma total,482
2002,RI,Rhode Island,other total,593
2002,RI,Rhode Island,phd total,16
2002,RI,Rhode Island,sped total,298
2002,RI,Rhode Island,state total,1221
2002,RI,Rhode Island,stem total,42
2002,SC,South Carolina,elem ba,1060
2002,SC,South Carolina,other ba,502
2002,SC,South Carolina,sped ba,116
2002,SC,South Carolina,stem ba,49
2002,SC,South Carolina,elem ma,306
2002,SC,South Carolina,other ma,885
2002,SC,South Carolina,sped ma,139
2002,SC,South Carolina,stem ma,12
2002,SC,South Carolina,elem phd,7
2002,SC,South Carolina,other phd,64
2002,SC,South Carolina,sped phd,3
2002,SC,South Carolina,stem phd,8
2002,SC,South Carolina,agg total,251635
2002,SC,South Carolina,ba total,1727
2002,SC,South Carolina,elem total,1373
2002,SC,South Carolina,ma total,1342
2002,SC,South Carolina,other total,1451
2002,SC,South Carolina,phd total,82
2002,SC,South Carolina,sped total,258
2002,SC,South Carolina,state total,3151
2002,SC,South Carolina,stem total,69
2002,SD,South Dakota,elem ba,393
2002,SD,South Dakota,other ba,160
2002,SD,South Dakota,sped ba,69
2002,SD,South Dakota,stem ba,48
2002,SD,South Dakota,elem ma,22
2002,SD,South Dakota,other ma,236
2002,SD,South Dakota,sped ma,17
2002,SD,South Dakota,stem ma,28
2002,SD,South Dakota,elem phd,0
2002,SD,South Dakota,other phd,37
2002,SD,South Dakota,sped phd,0
2002,SD,South Dakota,stem phd,0
2002,SD,South Dakota,agg total,251635
2002,SD,South Dakota,ba total,670
2002,SD,South Dakota,elem total,415
2002,SD,South Dakota,ma total,303
2002,SD,South Dakota,other total,433
2002,SD,South Dakota,phd total,37
2002,SD,South Dakota,sped total,86
2002,SD,South Dakota,state total,1010
2002,SD,South Dakota,stem total,76
2002,TN,Tennessee,elem ba,427
2002,TN,Tennessee,other ba,501
2002,TN,Tennessee,sped ba,177
2002,TN,Tennessee,stem ba,78
2002,TN,Tennessee,elem ma,186
2002,TN,Tennessee,other ma,2574
2002,TN,Tennessee,sped ma,104
2002,TN,Tennessee,stem ma,42
2002,TN,Tennessee,elem phd,0
2002,TN,Tennessee,other phd,185
2002,TN,Tennessee,sped phd,0
2002,TN,Tennessee,stem phd,0
2002,TN,Tennessee,agg total,251635
2002,TN,Tennessee,ba total,1183
2002,TN,Tennessee,elem total,613
2002,TN,Tennessee,ma total,2906
2002,TN,Tennessee,other total,3260
2002,TN,Tennessee,phd total,185
2002,TN,Tennessee,sped total,281
2002,TN,Tennessee,state total,4274
2002,TN,Tennessee,stem total,120
2002,TX,Texas,elem ba,699
2002,TX,Texas,other ba,1626
2002,TX,Texas,sped ba,48
2002,TX,Texas,stem ba,38
2002,TX,Texas,elem ma,432
2002,TX,Texas,other ma,4287
2002,TX,Texas,sped ma,416
2002,TX,Texas,stem ma,381
2002,TX,Texas,elem phd,13
2002,TX,Texas,other phd,356
2002,TX,Texas,sped phd,14
2002,TX,Texas,stem phd,22
2002,TX,Texas,agg total,251635
2002,TX,Texas,ba total,2411
2002,TX,Texas,elem total,1144
2002,TX,Texas,ma total,5516
2002,TX,Texas,other total,6269
2002,TX,Texas,phd total,405
2002,TX,Texas,sped total,478
2002,TX,Texas,state total,8332
2002,TX,Texas,stem total,441
2002,UT,Utah,elem ba,914
2002,UT,Utah,other ba,857
2002,UT,Utah,sped ba,110
2002,UT,Utah,stem ba,166
2002,UT,Utah,elem ma,72
2002,UT,Utah,other ma,442
2002,UT,Utah,sped ma,109
2002,UT,Utah,stem ma,77
2002,UT,Utah,elem phd,2
2002,UT,Utah,other phd,14
